program,title,link,upvotes,bounty,vuln_type,date
Localize,User credentials are sent in clear text,hackerone.com/reports/7950,2,0.0,Information Disclosure,2014-04-18
Localize,Password type input with auto-complete enabled,hackerone.com/reports/7954,4,0.0,Improper Authentication - Generic,2014-04-19
Localize,CSRF in adding phrase.,hackerone.com/reports/7962,12,0.0,Cross-Site Request Forgery (CSRF),2014-04-19
Localize,Sensitive file,hackerone.com/reports/7968,5,0.0,Violation of Secure Design Principles,2014-04-18
Respondly,HTTP Strict transport security policy not enabled,hackerone.com/reports/7969,2,0.0,Violation of Secure Design Principles,2014-04-21
Localize,Full Path Disclosure,hackerone.com/reports/7972,4,0.0,Information Disclosure,2014-04-19
Localize,XSS in password,hackerone.com/reports/7995,5,0.0,Cross-site Scripting (XSS) - Generic,2014-05-11
Respondly,XSS via Email Link,hackerone.com/reports/8010,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-21
Localize,Full Path Disclosure (2),hackerone.com/reports/8013,3,0.0,Information Disclosure,2014-04-19
Localize,Login page password-guessing attack,hackerone.com/reports/8017,6,0.0,,2014-04-20
Localize,Possible sensitive files,hackerone.com/reports/8019,7,0.0,Information Disclosure,2014-04-20
Respondly,X-Content-Type-Options header missing,hackerone.com/reports/8053,1,0.0,Violation of Secure Design Principles,2014-05-21
Localize,Apache Documentation,hackerone.com/reports/8055,5,0.0,Information Disclosure,2014-04-18
Localize,X-Content-Type-Options header missing,hackerone.com/reports/8059,2,0.0,Violation of Secure Design Principles,2014-05-19
Localize,Numerous open ports/services,hackerone.com/reports/8064,5,0.0,Information Disclosure,2014-04-21
HackerOne,Password Reset Bug,hackerone.com/reports/8082,15,100.0,Violation of Secure Design Principles,2014-09-25
Localize,Full Path Disclosure (FPD) in www.localize.io,hackerone.com/reports/8088,3,0.0,Information Disclosure,2014-04-19
Localize,Full Path Disclosure / Info Disclosure in Creating New Group,hackerone.com/reports/8090,12,0.0,Information Disclosure,2014-04-19
Localize,Full Path Disclosure / Info Disclosure in Importing XML Section!,hackerone.com/reports/8091,3,0.0,Information Disclosure,2014-04-19
Localize,infinite number of new project creation!,hackerone.com/reports/8093,3,0.0,Memory Corruption - Generic,2014-04-22
Localize,Making groups in any project without permission ,hackerone.com/reports/8102,3,0.0,Privilege Escalation,2014-04-20
Localize,Deleting groups in any project without permission ,hackerone.com/reports/8104,3,0.0,Privilege Escalation,2014-04-20
Localize,OPTIONS Method Enabled,hackerone.com/reports/8184,3,0.0,,2014-04-21
Localize,Group Creation Via CSRF,hackerone.com/reports/8216,2,0.0,Cross-Site Request Forgery (CSRF),2014-04-21
Localize,Group Deletion Via CSRF,hackerone.com/reports/8218,2,0.0,Cross-Site Request Forgery (CSRF),2014-04-21
Localize, Private Project Access Request Accpeted Via CSRF ,hackerone.com/reports/8224,2,0.0,Cross-Site Request Forgery (CSRF),2014-04-21
Localize,Private Project Access Request Invitation Sent Via CSRF ,hackerone.com/reports/8226,9,0.0,Cross-Site Request Forgery (CSRF),2014-04-21
Localize,No Wildcard DNS,hackerone.com/reports/8239,2,0.0,Violation of Secure Design Principles,2014-04-21
Respondly,Allowed method disclosure,hackerone.com/reports/8242,2,0.0,Violation of Secure Design Principles,2014-04-21
Localize,Projects Watch or Notifications Settings Change Via CSRF,hackerone.com/reports/8273,3,0.0,Cross-Site Request Forgery (CSRF),2014-05-21
Respondly,Deleting team members,hackerone.com/reports/8737,8,0.0,Cross-site Scripting (XSS) - Generic,2014-04-23
StopTheHacker,Information Disclosure (FPD) - stopthehacker.com,hackerone.com/reports/8780,4,0.0,Information Disclosure,2014-07-08
StopTheHacker,CSRF - Disabling orders at https://panel.stopthehacker.com/manage/disable-order/order/ID,hackerone.com/reports/8843,2,0.0,Cross-Site Request Forgery (CSRF),2014-07-19
StopTheHacker,XSS in Stopthehacker support,hackerone.com/reports/8862,3,0.0,Cross-site Scripting (XSS) - Generic,2014-07-19
Respondly,No Bruteforce Protection,hackerone.com/reports/8996,4,0.0,Improper Authentication - Generic,2014-05-22
Localize,Criptographic Issue: Strisct Transport Security with not good max age..(TOO SHORT!),hackerone.com/reports/9008,3,0.0,Cryptographic Issues - Generic,2014-04-23
Localize,"Atttacker can send ""Invitation Request"" to a Project that is not even created yet!",hackerone.com/reports/9088,5,0.0,Improper Authentication - Generic,2014-04-23
Respondly,Full Path Disclosure,hackerone.com/reports/9137,3,0.0,Information Disclosure,2014-04-23
StopTheHacker,XSS Reflected - https://www.stopthehacker.com/,hackerone.com/reports/9148,2,0.0,Cross-site Scripting (XSS) - Generic,2014-08-08
StopTheHacker,XSS 1,hackerone.com/reports/9230,7,0.0,Cross-site Scripting (XSS) - Generic,2014-07-18
Localize,Full Path Disclosure (FPD) in www.localize.im,hackerone.com/reports/9256,3,0.0,Information Disclosure,2014-04-23
Ian Dunn,Stored XSS in all fields in Basic Google Maps Placemarks Settings,hackerone.com/reports/9375,2,25.0,Cross-site Scripting (XSS) - Generic,2014-04-23
Ian Dunn,Xss in CampTix Event Ticketing,hackerone.com/reports/9391,4,0.0,Cross-site Scripting (XSS) - Generic,2014-04-24
Respondly,OAuth Bug,hackerone.com/reports/9460,5,0.0,Improper Authentication - Generic,2014-04-30
HackerOne,Anti-MIME-Sniffing header X-Content-Type-Options header has not been set.,hackerone.com/reports/9479,9,0.0,Violation of Secure Design Principles,2015-04-28
Ian Dunn,Multiple Path Disclosure,hackerone.com/reports/9485,9,0.0,Information Disclosure,2016-07-16
Ian Dunn,PHP and Wordpress version disclosure,hackerone.com/reports/9516,2,0.0,Information Disclosure,2014-06-11
Automattic,https://polldaddy.com storage.swf XSS,hackerone.com/reports/9522,4,0.0,Cross-site Scripting (XSS) - Generic,2014-07-08
StopTheHacker,Reflected cross site scripting in login page ,hackerone.com/reports/9735,5,0.0,Cross-site Scripting (XSS) - Generic,2014-09-07
Localize,Full Path Disclosure (FPD) in www.localize.im,hackerone.com/reports/9745,4,0.0,Information Disclosure,2014-07-08
Slack,Stored XSS Found,hackerone.com/reports/9774,9,0.0,Cross-site Scripting (XSS) - Generic,2014-06-01
HackerOne,All Active user sessions should be deleted when user change his password!,hackerone.com/reports/9950,11,100.0,Violation of Secure Design Principles,2016-04-25
HackerOne,Flooding mailbox of user,hackerone.com/reports/10109,6,0.0,Violation of Secure Design Principles,2014-04-30
RelateIQ,Old Sessions remain valid after the password change.,hackerone.com/reports/10186,3,0.0,Improper Authentication - Generic,2014-06-11
Slack,Stored XSS in slack.com (integrations),hackerone.com/reports/10297,2,0.0,Cross-site Scripting (XSS) - Generic,2014-05-29
Internet Bug Bounty,Bypassing Same Origin Policy With JSONP APIs and Flash,hackerone.com/reports/10373,5,0.0,,2014-07-19
C2FO,All Active user sessions should be destroyed when user change his password!,hackerone.com/reports/10377,1,0.0,Violation of Secure Design Principles,2014-09-23
Coinbase,Bypassing 2FA for BTC transfers,hackerone.com/reports/10554,18,1000.0,Improper Authentication - Generic,2014-09-25
Coinbase,"CSRF on ""Set as primary"" option on the accounts page",hackerone.com/reports/10563,3,100.0,Cross-Site Request Forgery (CSRF),2014-07-26
Localize,XSS in Team Only Area,hackerone.com/reports/10577,4,0.0,Cross-site Scripting (XSS) - Generic,2014-07-08
Coinbase,"CSRF in function ""Set as primary"" on  accounts page",hackerone.com/reports/10829,1,0.0,Cross-Site Request Forgery (CSRF),2014-06-06
Slack,XSS in gist integration,hackerone.com/reports/11073,157,500.0,Cross-site Scripting (XSS) - Generic,2019-04-28
Hubdia,Subscribe User bug,hackerone.com/reports/11625,2,0.0,Violation of Secure Design Principles,2014-07-08
Coinbase,Simultaneous Session Logon : Improper Session Management,hackerone.com/reports/11722,4,0.0,Improper Authentication - Generic,2014-08-26
Ian Dunn,Path Disclosure Vulnerability,hackerone.com/reports/11729,6,0.0,Information Disclosure,2016-08-18
joola.io,HTTP Strict Transport Security (HSTS) Policy Not Enabled,hackerone.com/reports/11945,1,0.0,Violation of Secure Design Principles,2014-07-08
joola.io,SSH Port Wide Open,hackerone.com/reports/11951,2,0.0,Information Disclosure,2014-07-08
joola.io,Login password guessing attack,hackerone.com/reports/12042,3,0.0,Violation of Secure Design Principles,2014-05-19
Internet Bug Bounty,Python vulnerability: reading arbitrary process memory,hackerone.com/reports/12297,1,0.0,,2014-06-20
Kadira,MISSING SPF (Sender Policy Framework) for meteorapm.com,hackerone.com/reports/12341,4,0.0,Information Disclosure,2014-07-08
Kadira,Undeletable File,hackerone.com/reports/12355,2,0.0,Cryptographic Issues - Generic,2014-07-08
Respondly,XSS in the input,hackerone.com/reports/12389,3,0.0,Cross-site Scripting (XSS) - Generic,2014-07-08
Kadira,API keys being cached ,hackerone.com/reports/12425,3,0.0,Violation of Secure Design Principles,2014-07-08
ReddAPI,Strict Transport Security Misconfiguration,hackerone.com/reports/12453,5,0.0,Cryptographic Issues - Generic,2014-10-28
ReddAPI,Browser cross-site scripting filter misconfiguration,hackerone.com/reports/12454,3,0.0,Violation of Secure Design Principles,2014-10-28
ReddAPI, Content Sniffing not disabled,hackerone.com/reports/12457,2,0.0,Violation of Secure Design Principles,2014-10-28
Internet Bug Bounty,Adobe Flash Player FileReference Use-after-Free Vulnerability,hackerone.com/reports/12497,4,7500.0,Memory Corruption - Generic,2014-10-07
Secret,Content Sniffing not disabled,hackerone.com/reports/12506,2,0.0,Violation of Secure Design Principles,2014-07-08
joola.io,X-Content-Type-Options header missing,hackerone.com/reports/12613,2,0.0,Violation of Secure Design Principles,2014-07-08
Faceless,Account hijacking possible through ADB backup feature,hackerone.com/reports/12617,2,0.0,Information Disclosure,2014-05-21
HackerOne,Spamming any user from Reset Password Function,hackerone.com/reports/12782,5,0.0,Violation of Secure Design Principles,2016-05-03
HackerOne,Improper filtering of classes used in codeblocks in Markdown,hackerone.com/reports/12815,5,0.0,Cross-site Scripting (XSS) - Generic,2014-07-08
Localize,missing sender policy framework (SPF),hackerone.com/reports/12836,4,0.0,Violation of Secure Design Principles,2014-08-09
Urban Dictionary,Open Redirection,hackerone.com/reports/12949,2,0.0,Open Redirect,2014-07-08
Urban Dictionary,Open URL Redirection,hackerone.com/reports/12964,4,0.0,Open Redirect,2014-07-08
Secret,secret app for iOS and android is sending some info over HTTP,hackerone.com/reports/12977,3,0.0,Cryptographic Issues - Generic,2014-08-16
Localize,full path disclosure from false language,hackerone.com/reports/13237,3,0.0,Information Disclosure,2014-08-06
Khan Academy,Suffix of url-path is vulnerable to XSS-attack,hackerone.com/reports/13285,3,0.0,Cross-site Scripting (XSS) - Generic,2014-09-16
IRCCloud,Host Header Injection - irccloud.com,hackerone.com/reports/13286,10,100.0,Violation of Secure Design Principles,2014-07-08
Khan Academy,CRLF Injection,hackerone.com/reports/13314,2,0.0,Cross-Site Request Forgery (CSRF),2014-08-07
Khan Academy,Unchecking hidden parameter is vulnerable to XSS-attack,hackerone.com/reports/13506,3,0.0,Cross-site Scripting (XSS) - Generic,2014-08-07
